"","source.type","pucid","PUC_level1","PUC_level2","PUC_level3","variable","units","dist.type","mean","CV","min.age","max.age","gender"
"1481","product","PC.1100.030","personal care","eye care and contacts","eye cream","use.freq","1/year","lognormal",79,1,0,99,"B"
"1483","product","PC.1100.030","personal care","eye care and contacts","eye cream","use.prev","[-]","point",0,1,0,12,"B"
"1484","product","PC.1100.030","personal care","eye care and contacts","eye cream","use.prev","[-]","point",0.01,1,13,99,"M"
"1485","product","PC.1100.030","personal care","eye care and contacts","eye cream","use.prev","[-]","point",0.4,1,13,99,"W"
"1478","product","PC.1100.030","personal care","eye care and contacts","eye cream","volume","m^3","point",24,0,0,99,"B"
"1493","product","PC.1100.040","personal care","eye care and contacts","eye drops","duration","minutes","lognormal",1,1,0,99,"B"
"1497","product","PC.1100.040","personal care","eye care and contacts","eye drops","f.contact","[-]","point",1,0,0,99,"B"
"1490","product","PC.1100.040","personal care","eye care and contacts","eye drops","f.drain","[-]","uniform",1,0,0,99,"B"
"1488","product","PC.1100.040","personal care","eye care and contacts","eye drops","f.residual","[-]","point",0.1,0,0,99,"B"
"1498","product","PC.1100.040","personal care","eye care and contacts","eye drops","house.prev","[-]","point",0.4,1,0,99,"B"
"1491","product","PC.1100.040","personal care","eye care and contacts","eye drops","mass","g","lognormal",1,1,0,99,"B"
"1492","product","PC.1100.040","personal care","eye care and contacts","eye drops","use.freq","1/year","lognormal",52,1,0,99,"B"
"1494","product","PC.1100.040","personal care","eye care and contacts","eye drops","use.prev","[-]","point",0.01,1,0,12,"B"
"1495","product","PC.1100.040","personal care","eye care and contacts","eye drops","use.prev","[-]","point",0.4,1,13,99,"M"
"1496","product","PC.1100.040","personal care","eye care and contacts","eye drops","use.prev","[-]","point",0.4,1,13,99,"W"
"1489","product","PC.1100.040","personal care","eye care and contacts","eye drops","volume","m^3","point",24,0,0,99,"B"
"6109","product","PC.1100.050",NA,NA,NA,"duration","minutes","lognormal",5,1,0,99,"B"
"10109","product","PC.1100.050",NA,NA,NA,"f.contact","[-]","point",1,0,0,99,"B"
"3109","product","PC.1100.050",NA,NA,NA,"f.drain","[-]","uniform",1,0,0,99,"B"
"11008","product","PC.1100.050",NA,NA,NA,"f.residual","[-]","point",1,0,0,99,"B"
"11108","product","PC.1100.050",NA,NA,NA,"house.prev","[-]","point",0.8,1,0,99,"B"
"4108","product","PC.1100.050",NA,NA,NA,"mass","g","lognormal",1,1,0,99,"B"
"5109","product","PC.1100.050",NA,NA,NA,"use.freq","1/year","lognormal",290,1,0,99,"B"
"7109","product","PC.1100.050",NA,NA,NA,"use.prev","[-]","point",0,1,0,12,"B"
"8109","product","PC.1100.050",NA,NA,NA,"use.prev","[-]","point",0.01,1,13,99,"M"
"9109","product","PC.1100.050",NA,NA,NA,"use.prev","[-]","point",0.8,1,13,99,"W"
"2587","product","PC.1100.050",NA,NA,NA,"volume","m^3","point",24,0,0,99,"B"
"1505","product","PC.1100.060","personal care","eye care and contacts","eye products","duration","minutes","lognormal",5,1,0,99,"B"
"1509","product","PC.1100.060","personal care","eye care and contacts","eye products","f.contact","[-]","point",1,0,0,99,"B"
"1502","product","PC.1100.060","personal care","eye care and contacts","eye products","f.drain","[-]","uniform",1,0,0,99,"B"
"1500","product","PC.1100.060","personal care","eye care and contacts","eye products","f.residual","[-]","point",1,0,0,99,"B"
"1510","product","PC.1100.060","personal care","eye care and contacts","eye products","house.prev","[-]","point",0.8,1,0,99,"B"
"1503","product","PC.1100.060","personal care","eye care and contacts","eye products","mass","g","lognormal",1,1,0,99,"B"
"1504","product","PC.1100.060","personal care","eye care and contacts","eye products","use.freq","1/year","lognormal",290,1,0,99,"B"
"1506","product","PC.1100.060","personal care","eye care and contacts","eye products","use.prev","[-]","point",0,1,0,12,"B"
"1507","product","PC.1100.060","personal care","eye care and contacts","eye products","use.prev","[-]","point",0.01,1,13,99,"M"
"1508","product","PC.1100.060","personal care","eye care and contacts","eye products","use.prev","[-]","point",0.8,1,13,99,"W"
"1501","product","PC.1100.060","personal care","eye care and contacts","eye products","volume","m^3","point",24,0,0,99,"B"
"1516","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","duration","minutes","lognormal",5,1,0,99,"B"
"1520","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","f.contact","[-]","point",1,0,0,99,"B"
"1513","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","f.drain","[-]","uniform",1,0,0,99,"B"
"1511","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","f.residual","[-]","point",0.05,0,0,99,"B"
"1521","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","house.prev","[-]","point",0.05,1,0,99,"B"
"1514","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","mass","g","lognormal",1,1,0,99,"B"
"1515","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","use.freq","1/year","lognormal",365,1,0,99,"B"
"1517","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","use.prev","[-]","point",0.01,1,0,12,"B"
"1518","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","use.prev","[-]","point",0.05,1,13,99,"M"
"1519","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","use.prev","[-]","point",0.05,1,13,99,"W"
"1512","product","PC.1200.010","personal care","facial cleansing and moisturizing","face cleansing wipes","volume","m^3","point",24,0,0,99,"B"
"1528","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","duration","minutes","lognormal",5,1,0,99,"B"
"1532","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","f.contact","[-]","point",1,0,0,99,"B"
"1524","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","f.drain","[-]","uniform",1,0,0,99,"B"
"1522","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","f.residual","[-]","point",1,0,0,99,"B"
"1533","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","house.prev","[-]","point",0.81,1,0,99,"B"
"1525","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","mass","g","lognormal",1.5,1,0,99,"B"
"1526","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","use.freq","1/year","lognormal",92,1,0,99,"B"
"1527","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","use.freq","1/year","lognormal",400,1,0,99,"B"
"1529","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","use.prev","[-]","point",0.1,1,0,12,"B"
"1530","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","use.prev","[-]","point",0.29,1,13,99,"M"
"1531","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","use.prev","[-]","point",0.81,1,13,99,"W"
"1523","product","PC.1200.020","personal care","facial cleansing and moisturizing","face cream/moisturizer","volume","m^3","point",24,0,0,99,"B"
"1539","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","duration","minutes","lognormal",15,1,0,99,"B"
"1543","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","f.contact","[-]","point",1,0,0,99,"B"
"1536","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","f.drain","[-]","uniform",1,0,0,99,"B"
"1534","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","f.residual","[-]","point",0.05,0,0,99,"B"
"1544","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","house.prev","[-]","point",0.5,1,0,99,"B"
"1537","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","mass","g","lognormal",10,1,0,99,"B"
"1538","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","use.freq","1/year","lognormal",52,1,0,99,"B"
"1540","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","use.prev","[-]","point",0,1,0,12,"B"
"1541","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","use.prev","[-]","point",0.2,1,13,99,"M"
"1542","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","use.prev","[-]","point",0.5,1,13,99,"W"
"1535","product","PC.1200.030","personal care","facial cleansing and moisturizing","face mask","volume","m^3","point",24,0,0,99,"B"
"1550","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","duration","minutes","lognormal",5,1,0,99,"B"
"1556","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","f.contact","[-]","point",1,0,0,99,"B"
"1547","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","f.drain","[-]","uniform",1,0,0,99,"B"
"1545","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","f.residual","[-]","point",0.05,0,0,99,"B"
"1557","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","house.prev","[-]","point",0.5,1,0,99,"B"
"1548","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","mass","g","lognormal",2.5,1,0,99,"B"
"1549","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","use.freq","1/year","lognormal",365,1,0,99,"B"
"1551","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","use.prev","[-]","point",0,1,0,5,"B"
"1552","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","use.prev","[-]","point",0.11,1,6,12,"M"
"1553","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","use.prev","[-]","point",0.42,1,6,12,"W"
"1554","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","use.prev","[-]","point",0.5,1,13,99,"M"
"1555","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","use.prev","[-]","point",0.2,1,13,99,"W"
"1546","product","PC.1200.040","personal care","facial cleansing and moisturizing","face scrub","volume","m^3","point",24,0,0,99,"B"
"1563","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","duration","minutes","lognormal",5,1,0,99,"B"
"1569","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","f.contact","[-]","point",1,0,0,99,"B"
"1560","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","f.drain","[-]","uniform",1,0,0,99,"B"
"1558","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","f.residual","[-]","point",0.05,0,0,99,"B"
"1570","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","house.prev","[-]","point",0.5,1,0,99,"B"
"1561","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","mass","g","lognormal",2.5,1,0,99,"B"
"1562","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","use.freq","1/year","lognormal",365,1,0,99,"B"
"1564","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","use.prev","[-]","point",0,1,0,5,"B"
"1565","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","use.prev","[-]","point",0.11,1,6,12,"M"
"1566","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","use.prev","[-]","point",0.42,1,6,12,"W"
"1567","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","use.prev","[-]","point",0.5,1,13,99,"M"
"1568","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","use.prev","[-]","point",0.2,1,13,99,"W"
"1559","product","PC.1200.050","personal care","facial cleansing and moisturizing","face wash","volume","m^3","point",24,0,0,99,"B"
"1576","product","PC.1500.010","personal care","foot care","foot care","duration","minutes","lognormal",10,1,0,99,"B"
"1580","product","PC.1500.010","personal care","foot care","foot care","f.contact","[-]","point",1,0,0,99,"B"
"1573","product","PC.1500.010","personal care","foot care","foot care","f.drain","[-]","uniform",1,0,0,99,"B"
"1571","product","PC.1500.010","personal care","foot care","foot care","f.residual","[-]","point",1,0,0,99,"B"
"1581","product","PC.1500.010","personal care","foot care","foot care","house.prev","[-]","point",0.15,1,0,99,"B"
"1574","product","PC.1500.010","personal care","foot care","foot care","mass","g","lognormal",1,1,0,99,"B"
"1575","product","PC.1500.010","personal care","foot care","foot care","use.freq","1/year","lognormal",280,1,0,99,"B"
