"","source.type","pucid","PUC_level1","PUC_level2","PUC_level3","variable","units","dist.type","mean","CV","min.age","max.age","gender"
"570","product","CP.1800.010","cleaning products and household care","wood specific","wood polish","use.prev","[-]","point",0.63,1,13,99,"W"
"563","product","CP.1800.010","cleaning products and household care","wood specific","wood polish","volume","m^3","point",24,0,0,99,"B"
"577","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","duration","minutes","lognormal",5,1,0,99,"B"
"581","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","f.contact","[-]","point",0,0,0,99,"B"
"573","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","f.residual","[-]","point",0.5,0,0,99,"B"
"582","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","house.prev","[-]","point",0.05,1,0,99,"B"
"575","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","mass","g","lognormal",1,1,0,99,"B"
"576","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","use.freq","1/year","lognormal",4,1,0,99,"B"
"578","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","use.prev","[-]","point",0,1,0,12,"B"
"579","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","use.prev","[-]","point",0.05,1,13,99,"M"
"580","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","use.prev","[-]","point",0.05,1,13,99,"W"
"574","product","EL.0300.050","electronics/small appliances","computers and accessories/supplies","printer ink","volume","m^3","point",24,0,0,99,"B"
"587","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","duration","minutes","lognormal",5,1,0,99,"B"
"591","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","f.contact","[-]","point",0,0,0,99,"B"
"583","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","f.residual","[-]","point",0.5,0,0,99,"B"
"592","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","house.prev","[-]","point",0.05,1,0,99,"B"
"585","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","mass","g","lognormal",1,1,0,99,"B"
"586","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","use.freq","1/year","lognormal",4,1,0,99,"B"
"588","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","use.prev","[-]","point",0,1,0,12,"B"
"589","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","use.prev","[-]","point",0.05,1,13,99,"M"
"590","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","use.prev","[-]","point",0.05,1,13,99,"W"
"584","product","EL.0300.060","electronics/small appliances","computers and accessories/supplies","printer toner","volume","m^3","point",24,0,0,99,"B"
"598","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","duration","minutes","lognormal",10,1,0,99,"B"
"602","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","f.contact","[-]","point",0.01,0,0,99,"B"
"595","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","f.drain","[-]","uniform",1,0,0,99,"B"
"593","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","f.residual","[-]","point",0.01,0,0,99,"B"
"603","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","house.prev","[-]","point",0.13,1,0,99,"B"
"596","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","mass","g","lognormal",20,1,0,99,"B"
"597","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","use.freq","1/year","lognormal",14,1,0,99,"B"
"599","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","use.prev","[-]","point",0,1,0,12,"B"
"600","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","use.prev","[-]","point",0.13,1,13,99,"M"
"601","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","use.prev","[-]","point",0.13,1,13,99,"W"
"594","product","EL.0400.010","electronics/small appliances","electronics cleaner","electronics cleaner","volume","m^3","point",24,0,0,99,"B"
"609","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","duration","minutes","lognormal",180,1,0,99,"B"
"613","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","f.contact","[-]","point",0.00071,0,0,99,"B"
"606","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","f.drain","[-]","uniform",0.15,0.577350269189626,0,99,"B"
"604","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","f.residual","[-]","point",0.01,0,0,99,"B"
"614","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","house.prev","[-]","point",0.15,1,0,99,"B"
"607","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","mass","g","lognormal",700,1,0,99,"B"
"608","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","use.freq","1/year","lognormal",1,1,0,99,"B"
"610","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","use.prev","[-]","point",0,1,0,12,"B"
"611","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","use.prev","[-]","point",0.15,1,13,99,"M"
"612","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","use.prev","[-]","point",0.15,1,13,99,"W"
"605","product","HM.0100.010","home maintenance","adhesives and adhesive removers","adhesive remover","volume","m^3","point",24,0,0,99,"B"
"620","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","duration","minutes","lognormal",20,1,0,99,"B"
"624","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","f.contact","[-]","point",0.029,0,0,99,"B"
"617","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"615","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","f.residual","[-]","point",0.01,0,0,99,"B"
"625","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","house.prev","[-]","point",0.61,1,0,99,"B"
"618","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","mass","g","lognormal",17,1,0,99,"B"
"619","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","use.freq","1/year","lognormal",35,1,0,99,"B"
"621","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","use.prev","[-]","point",0.61,1,0,12,"B"
"622","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","use.prev","[-]","point",0.61,1,13,99,"M"
"623","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","use.prev","[-]","point",0.61,1,13,99,"W"
"616","product","HM.0100.020","home maintenance","adhesives and adhesive removers","multipurpose adhesive","volume","m^3","point",24,0,0,99,"B"
"631","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","duration","minutes","lognormal",20,1,0,99,"B"
"635","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","f.contact","[-]","point",0.05,0,0,99,"B"
"628","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"626","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","f.residual","[-]","point",0.01,0,0,99,"B"
"636","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","house.prev","[-]","point",0.3,1,0,99,"B"
"629","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","mass","g","lognormal",10,1,0,99,"B"
"630","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","use.freq","1/year","lognormal",52,1,0,99,"B"
"632","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","use.prev","[-]","point",0,1,0,12,"B"
"633","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","use.prev","[-]","point",0.3,1,13,99,"M"
"634","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","use.prev","[-]","point",0.3,1,13,99,"W"
"627","product","HM.0100.030","home maintenance","adhesives and adhesive removers","wood adhesive","volume","m^3","point",24,0,0,99,"B"
"642","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","duration","minutes","lognormal",30,1,0,99,"B"
"646","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","f.contact","[-]","point",0.0067,0,0,99,"B"
"639","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"637","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","f.residual","[-]","point",0.01,0,0,99,"B"
"647","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","house.prev","[-]","point",0.6,1,0,99,"B"
"640","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","mass","g","lognormal",75,1,0,99,"B"
"641","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","use.freq","1/year","lognormal",3,1,0,99,"B"
"643","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","use.prev","[-]","point",0,1,0,12,"B"
"644","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","use.prev","[-]","point",0.6,1,13,99,"M"
"645","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","use.prev","[-]","point",0.3,1,13,99,"W"
"638","product","HM.0400.010","home maintenance","caulk/sealant","caulk/sealant","volume","m^3","point",24,0,0,99,"B"
"6107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","duration","minutes","lognormal",30,1,0,99,"B"
"10107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","f.contact","[-]","point",0.0067,0,0,99,"B"
"3107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"11006","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","f.residual","[-]","point",0.01,0,0,99,"B"
"11106","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","house.prev","[-]","point",0.6,1,0,99,"B"
"4106","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","mass","g","lognormal",75,1,0,99,"B"
"5107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","use.freq","1/year","lognormal",3,1,0,99,"B"
"7107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","use.prev","[-]","point",0,1,0,12,"B"
"8107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","use.prev","[-]","point",0.6,1,13,99,"M"
"9107","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","use.prev","[-]","point",0.3,1,13,99,"W"
"2585","product","HM.0400.010.E","home maintenance","caulk/sealant","caulk/sealant - exterior","volume","m^3","point",24,0,0,99,"B"
"653","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","duration","minutes","lognormal",30,1,0,99,"B"
"657","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","f.contact","[-]","point",0.0067,0,0,99,"B"
"650","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"648","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","f.residual","[-]","point",0.01,0,0,99,"B"
"658","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","house.prev","[-]","point",0.6,1,0,99,"B"
"651","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","mass","g","lognormal",75,1,0,99,"B"
"652","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","use.freq","1/year","lognormal",3,1,0,99,"B"
"654","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","use.prev","[-]","point",0,1,0,12,"B"
"655","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","use.prev","[-]","point",0.6,1,13,99,"M"
"656","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","use.prev","[-]","point",0.3,1,13,99,"W"
"649","product","HM.0400.010E","home maintenance","caulk/sealant -  exterior","caulk/sealant","volume","m^3","point",24,0,0,99,"B"
"664","product","HM.0500.010","home maintenance","concrete","concrete","duration","minutes","lognormal",120,1,0,99,"B"
"668","product","HM.0500.010","home maintenance","concrete","concrete","f.contact","[-]","point",6.2e-05,0,0,99,"B"
"661","product","HM.0500.010","home maintenance","concrete","concrete","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"659","product","HM.0500.010","home maintenance","concrete","concrete","f.residual","[-]","point",0.1,0,0,99,"B"
"669","product","HM.0500.010","home maintenance","concrete","concrete","house.prev","[-]","point",0.02,1,0,99,"B"
"662","product","HM.0500.010","home maintenance","concrete","concrete","mass","g","lognormal",8000,1,0,99,"B"
"663","product","HM.0500.010","home maintenance","concrete","concrete","use.freq","1/year","lognormal",1,1,0,99,"B"
"665","product","HM.0500.010","home maintenance","concrete","concrete","use.prev","[-]","point",0,1,0,12,"B"
"666","product","HM.0500.010","home maintenance","concrete","concrete","use.prev","[-]","point",0.02,1,13,99,"M"
"667","product","HM.0500.010","home maintenance","concrete","concrete","use.prev","[-]","point",0.01,1,13,99,"W"
"660","product","HM.0500.010","home maintenance","concrete","concrete","volume","m^3","point",480,0,0,99,"B"
"675","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","duration","minutes","lognormal",20,1,0,99,"B"
"679","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","f.contact","[-]","point",0.0056,0,0,99,"B"
"672","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"670","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","f.residual","[-]","point",0.01,0,0,99,"B"
"680","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","house.prev","[-]","point",0.08,1,0,99,"B"
"673","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","mass","g","lognormal",90,1,0,99,"B"
"674","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","use.freq","1/year","lognormal",6,1,0,99,"B"
"676","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","use.prev","[-]","point",0,1,0,12,"B"
"677","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","use.prev","[-]","point",0.08,1,13,99,"M"
"678","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","use.prev","[-]","point",0.08,1,13,99,"W"
"671","product","HM.0600.010","home maintenance","corrosion protection","corrosion protection","volume","m^3","point",480,0,0,99,"B"
"686","product","HM.0700.010","home maintenance","degreaser","degreaser","duration","minutes","lognormal",30,1,0,99,"B"
"690","product","HM.0700.010","home maintenance","degreaser","degreaser","f.contact","[-]","point",0.005,0,0,99,"B"
"683","product","HM.0700.010","home maintenance","degreaser","degreaser","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"681","product","HM.0700.010","home maintenance","degreaser","degreaser","f.residual","[-]","point",0.01,0,0,99,"B"
"691","product","HM.0700.010","home maintenance","degreaser","degreaser","house.prev","[-]","point",0.28,1,0,99,"B"
"684","product","HM.0700.010","home maintenance","degreaser","degreaser","mass","g","lognormal",100,1,0,99,"B"
"685","product","HM.0700.010","home maintenance","degreaser","degreaser","use.freq","1/year","lognormal",17,1,0,99,"B"
"687","product","HM.0700.010","home maintenance","degreaser","degreaser","use.prev","[-]","point",0.01,1,0,12,"B"
"688","product","HM.0700.010","home maintenance","degreaser","degreaser","use.prev","[-]","point",0.28,1,13,99,"M"
"689","product","HM.0700.010","home maintenance","degreaser","degreaser","use.prev","[-]","point",0.28,1,13,99,"W"
"682","product","HM.0700.010","home maintenance","degreaser","degreaser","volume","m^3","point",24,0,0,99,"B"
"697","product","HM.0800.010","home maintenance","finish","wood finish","duration","minutes","lognormal",120,1,0,99,"B"
"701","product","HM.0800.010","home maintenance","finish","wood finish","f.contact","[-]","point",0.00029,0,0,99,"B"
"694","product","HM.0800.010","home maintenance","finish","wood finish","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"692","product","HM.0800.010","home maintenance","finish","wood finish","f.residual","[-]","point",0.02,0,0,99,"B"
"702","product","HM.0800.010","home maintenance","finish","wood finish","house.prev","[-]","point",0.43,1,0,99,"B"
"695","product","HM.0800.010","home maintenance","finish","wood finish","mass","g","lognormal",1730,1,0,99,"B"
"696","product","HM.0800.010","home maintenance","finish","wood finish","use.freq","1/year","lognormal",2,1,0,99,"B"
"698","product","HM.0800.010","home maintenance","finish","wood finish","use.prev","[-]","point",0,1,0,12,"B"
"699","product","HM.0800.010","home maintenance","finish","wood finish","use.prev","[-]","point",0.43,1,13,99,"M"
"700","product","HM.0800.010","home maintenance","finish","wood finish","use.prev","[-]","point",0.43,1,13,99,"W"
"693","product","HM.0800.010","home maintenance","finish","wood finish","volume","m^3","point",24,0,0,99,"B"
"708","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","duration","minutes","lognormal",120,1,0,99,"B"
"6100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","duration","minutes","lognormal",120,1,0,99,"B"
"712","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","f.contact","[-]","point",0.00029,0,0,99,"B"
"10100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","f.contact","[-]","point",0.0018,0,0,99,"B"
"705","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"3100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"703","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","f.residual","[-]","point",0.02,0,0,99,"B"
"1499","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","f.residual","[-]","point",0.02,0,0,99,"B"
"713","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","house.prev","[-]","point",0.43,1,0,99,"B"
"11100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","house.prev","[-]","point",0.43,1,0,99,"B"
"706","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","mass","g","lognormal",1730,1,0,99,"B"
"437","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","mass","g","lognormal",2000,1,0,99,"B"
"707","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.freq","1/year","lognormal",2,1,0,99,"B"
"5100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.freq","1/year","lognormal",1,1,0,99,"B"
"709","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.prev","[-]","point",0,1,0,12,"B"
"7100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.prev","[-]","point",0,1,0,12,"B"
"710","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.prev","[-]","point",0.43,1,13,99,"M"
"8100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.prev","[-]","point",0.43,1,13,99,"M"
"711","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.prev","[-]","point",0.43,1,13,99,"W"
"9100","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","use.prev","[-]","point",0.43,1,13,99,"W"
"704","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","volume","m^3","point",24,0,0,99,"B"
"2282","product","HM.0800.010E","home maintenance","finish","wood finish - exterior","volume","m^3","point",480,0,0,99,"B"
"718","product","HM.1000.010","home maintenance","insulation","spray foam","duration","minutes","lognormal",30,1,0,99,"B"
"722","product","HM.1000.010","home maintenance","insulation","spray foam","f.contact","[-]","point",0.00061,0,0,99,"B"
"714","product","HM.1000.010","home maintenance","insulation","spray foam","f.residual","[-]","point",0.01,0,0,99,"B"
"723","product","HM.1000.010","home maintenance","insulation","spray foam","house.prev","[-]","point",0.2,1,0,99,"B"
"716","product","HM.1000.010","home maintenance","insulation","spray foam","mass","g","lognormal",825,1,0,99,"B"
"717","product","HM.1000.010","home maintenance","insulation","spray foam","use.freq","1/year","lognormal",0.2,1,0,99,"B"
"719","product","HM.1000.010","home maintenance","insulation","spray foam","use.prev","[-]","point",0,1,0,12,"B"
"720","product","HM.1000.010","home maintenance","insulation","spray foam","use.prev","[-]","point",0.2,1,13,99,"M"
"721","product","HM.1000.010","home maintenance","insulation","spray foam","use.prev","[-]","point",0.2,1,13,99,"W"
"715","product","HM.1000.010","home maintenance","insulation","spray foam","volume","m^3","point",24,0,0,99,"B"
"730","product","HM.1200.010","home maintenance","lock deicer","lock deicer","duration","minutes","lognormal",10,1,0,99,"B"
"725","product","HM.1200.010","home maintenance","lock deicer","lock deicer","f.aerosol","[-]","uniform",0.75,0.192450089729875,0,99,"B"
"734","product","HM.1200.010","home maintenance","lock deicer","lock deicer","f.contact","[-]","point",0.01,0,0,99,"B"
"727","product","HM.1200.010","home maintenance","lock deicer","lock deicer","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"724","product","HM.1200.010","home maintenance","lock deicer","lock deicer","f.residual","[-]","point",0.01,0,0,99,"B"
"735","product","HM.1200.010","home maintenance","lock deicer","lock deicer","house.prev","[-]","point",0.05,1,0,99,"B"
"728","product","HM.1200.010","home maintenance","lock deicer","lock deicer","mass","g","lognormal",15,1,0,99,"B"
"729","product","HM.1200.010","home maintenance","lock deicer","lock deicer","use.freq","1/year","lognormal",4,1,0,99,"B"
"731","product","HM.1200.010","home maintenance","lock deicer","lock deicer","use.prev","[-]","point",0,1,0,12,"B"
"732","product","HM.1200.010","home maintenance","lock deicer","lock deicer","use.prev","[-]","point",0.05,1,13,99,"M"
"733","product","HM.1200.010","home maintenance","lock deicer","lock deicer","use.prev","[-]","point",0.05,1,13,99,"W"
"726","product","HM.1200.010","home maintenance","lock deicer","lock deicer","volume","m^3","point",480,0,0,99,"B"
"741","product","HM.1300.010","home maintenance","lubricant","lubricant","duration","minutes","lognormal",9,1,0,99,"B"
"745","product","HM.1300.010","home maintenance","lubricant","lubricant","f.contact","[-]","point",0.017,0,0,99,"B"
"738","product","HM.1300.010","home maintenance","lubricant","lubricant","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"736","product","HM.1300.010","home maintenance","lubricant","lubricant","f.residual","[-]","point",0.01,0,0,99,"B"
"746","product","HM.1300.010","home maintenance","lubricant","lubricant","house.prev","[-]","point",0.27,1,0,99,"B"
"739","product","HM.1300.010","home maintenance","lubricant","lubricant","mass","g","lognormal",30,1,0,99,"B"
"740","product","HM.1300.010","home maintenance","lubricant","lubricant","use.freq","1/year","lognormal",10.5,1,0,99,"B"
"742","product","HM.1300.010","home maintenance","lubricant","lubricant","use.prev","[-]","point",0,1,0,12,"B"
"743","product","HM.1300.010","home maintenance","lubricant","lubricant","use.prev","[-]","point",0.27,1,13,99,"M"
"744","product","HM.1300.010","home maintenance","lubricant","lubricant","use.prev","[-]","point",0.27,1,13,99,"W"
"737","product","HM.1300.010","home maintenance","lubricant","lubricant","volume","m^3","point",24,0,0,99,"B"
"752","product","HM.1400.010","home maintenance","paint/stain and related products","paint","duration","minutes","lognormal",210,1,0,99,"B"
"756","product","HM.1400.010","home maintenance","paint/stain and related products","paint","f.contact","[-]","point",0.0032,0,0,99,"B"
"749","product","HM.1400.010","home maintenance","paint/stain and related products","paint","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"747","product","HM.1400.010","home maintenance","paint/stain and related products","paint","f.residual","[-]","point",0.01,0,0,99,"B"
"757","product","HM.1400.010","home maintenance","paint/stain and related products","paint","house.prev","[-]","point",0.43,1,0,99,"B"
"750","product","HM.1400.010","home maintenance","paint/stain and related products","paint","mass","g","lognormal",2000,1,0,99,"B"
"751","product","HM.1400.010","home maintenance","paint/stain and related products","paint","use.freq","1/year","lognormal",3,1,0,99,"B"
"753","product","HM.1400.010","home maintenance","paint/stain and related products","paint","use.prev","[-]","point",0.02,1,0,12,"B"
"754","product","HM.1400.010","home maintenance","paint/stain and related products","paint","use.prev","[-]","point",0.43,1,13,99,"M"
"755","product","HM.1400.010","home maintenance","paint/stain and related products","paint","use.prev","[-]","point",0.43,1,13,99,"W"
"748","product","HM.1400.010","home maintenance","paint/stain and related products","paint","volume","m^3","point",24,0,0,99,"B"
"763","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","duration","minutes","lognormal",210,1,0,99,"B"
"767","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","f.contact","[-]","point",0.0032,0,0,99,"B"
"760","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"758","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","f.residual","[-]","point",0.01,0,0,99,"B"
"768","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","house.prev","[-]","point",0.43,1,0,99,"B"
"761","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","mass","g","lognormal",2000,1,0,99,"B"
"762","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","use.freq","1/year","lognormal",3,1,0,99,"B"
"764","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","use.prev","[-]","point",0.02,1,0,12,"B"
"765","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","use.prev","[-]","point",0.43,1,13,99,"M"
"766","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","use.prev","[-]","point",0.43,1,13,99,"W"
"759","product","HM.1400.011","home maintenance","paint/stain and related products","oil-based paint","volume","m^3","point",24,0,0,99,"B"
"6102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","duration","minutes","lognormal",300,1,0,99,"B"
"10102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","f.contact","[-]","point",0.0033,0,0,99,"B"
"3102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"11001","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","f.residual","[-]","point",0.01,0,0,99,"B"
"11102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","house.prev","[-]","point",0.43,1,0,99,"B"
"4101","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","mass","g","lognormal",2700,1,0,99,"B"
"5102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","use.freq","1/year","lognormal",1,1,0,99,"B"
"7102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","use.prev","[-]","point",0.02,1,0,12,"B"
"8102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","use.prev","[-]","point",0.43,1,13,99,"M"
"9102","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","use.prev","[-]","point",0.43,1,13,99,"W"
"2295","product","HM.1400.011.E","home maintenance","paint/stain and related products","oil-based paint - exterior","volume","m^3","point",480,0,0,99,"B"
"785","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","duration","minutes","lognormal",210,1,0,99,"B"
"789","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","f.contact","[-]","point",0.0032,0,0,99,"B"
